Job_Title,Company,City,Experience_Level,Skills_Required,Education_Required,Clean_Skills,Search_Text
AI Engineer,Google,Mumbai,Mid (3-6 yrs),"LLMs, LangChain, NLP, RAG",B.Tech/B.E.,llm langchain nlp rag,AI Engineer llm langchain nlp rag B.Tech/B.E. Mid (3-6 yrs)
Software Engineer,BEL,Remote,Senior (6-10 yrs),"System Design, Algorithms, Git",B.Tech/B.E.,system design algorithm git,Software Engineer system design algorithm git B.Tech/B.E. Senior (6-10 yrs)
Python Developer,MakeMyTrip,Remote,Fresher (0-1 yr),"Python, PostgreSQL, Django, REST APIs",M.Tech/M.E.,python postgresql django rest apis,Python Developer python postgresql django rest apis M.Tech/M.E. Fresher (0-1 yr)
AI Engineer,Byju's,Bangalore,Senior (6-10 yrs),"NLP, Python, LLMs, LangChain",BCA,nlp python llm langchain,AI Engineer nlp python llm langchain BCA Senior (6-10 yrs)
Frontend Developer,Nykaa,Remote,Junior (1-3 yrs),"Next.js, HTML/CSS, JavaScript, Tailwind CSS, React",B.Sc (CS/IT),nextjs htmlcss javascript tailwind cs react,Frontend Developer nextjs htmlcss javascript tailwind cs react B.Sc (CS/IT) Junior (1-3 yrs)
Business Analyst,Wipro,Remote,Fresher (0-1 yr),"Requirements Gathering, Agile, Power BI",PhD,requirement gathering agile power bi,Business Analyst requirement gathering agile power bi PhD Fresher (0-1 yr)
Java Developer,Khatabook,Remote,Mid (3-6 yrs),"Java, SQL, REST APIs, Maven, Spring Boot",BCA,java sql rest apis maven spring boot,Java Developer java sql rest apis maven spring boot BCA Mid (3-6 yrs)
Engineering Manager,BHEL,Remote,Junior (1-3 yrs),"People Management, Roadmapping, Hiring, OKRs, Agile, System Design",BCA,people management roadmapping hiring okrs agile system design,Engineering Manager people management roadmapping hiring okrs agile system design BCA Junior (1-3 yrs)
Computer Vision Engineer,Tech Mahindra,Remote,Lead (10+ yrs),"PyTorch, YOLO, Python",B.Sc (CS/IT),pytorch yolo python,Computer Vision Engineer pytorch yolo python B.Sc (CS/IT) Lead (10+ yrs)
React Developer,Razorpay,Mumbai,Fresher (0-1 yr),"Next.js, HTML/CSS, TypeScript",MCA,nextjs htmlcss typescript,React Developer nextjs htmlcss typescript MCA Fresher (0-1 yr)
Business Analyst,Tech Mahindra,Delhi,Fresher (0-1 yr),"Power BI, JIRA, Excel, SQL",B.Tech/B.E.,power bi jira excel sql,Business Analyst power bi jira excel sql B.Tech/B.E. Fresher (0-1 yr)
Data Analyst,Khatabook,Mumbai,Junior (1-3 yrs),"Statistics, Power BI, SQL, Data Visualization, Python, Tableau",M.Tech/M.E.,statistic power bi sql data visualization python tableau,Data Analyst statistic power bi sql data visualization python tableau M.Tech/M.E. Junior (1-3 yrs)
Backend Developer,Razorpay,Chandigarh,Fresher (0-1 yr),"FastAPI, PostgreSQL, Node.js",M.Tech/M.E.,fastapi postgresql nodejs,Backend Developer fastapi postgresql nodejs M.Tech/M.E. Fresher (0-1 yr)
Software Engineer,Postman,Chennai,Fresher (0-1 yr),"Data Structures, Algorithms, REST APIs, Git, Python, Java",BCA,data structure algorithm rest apis git python java,Software Engineer data structure algorithm rest apis git python java BCA Fresher (0-1 yr)
Data Analyst,ONGC,Hyderabad,Senior (6-10 yrs),"Tableau, Excel, Python, Power BI",B.Sc (CS/IT),tableau excel python power bi,Data Analyst tableau excel python power bi B.Sc (CS/IT) Senior (6-10 yrs)
Java Developer,Nykaa,Chennai,Junior (1-3 yrs),"Java, REST APIs, Microservices, Maven",B.Tech/B.E.,java rest apis microservices maven,Java Developer java rest apis microservices maven B.Tech/B.E. Junior (1-3 yrs)
Data Engineer,TCS,Bhubaneswar,Junior (1-3 yrs),"ETL, SQL, dbt",MCA,etl sql dbt,Data Engineer etl sql dbt MCA Junior (1-3 yrs)
Research Scientist,Groww,Delhi,Fresher (0-1 yr),"Python, Statistics, Publications, NLP",M.Tech/M.E.,python statistic publication nlp,Research Scientist python statistic publication nlp M.Tech/M.E. Fresher (0-1 yr)
UI/UX Designer,TCS,Remote,Senior (6-10 yrs),"Prototyping, User Research, Wireframing, Figma, Adobe XD, CSS",MBA,prototyping user research wireframing figma adobe xd cs,UI/UX Designer prototyping user research wireframing figma adobe xd cs MBA Senior (6-10 yrs)
UI/UX Designer,InMobi,Remote,Fresher (0-1 yr),"Adobe XD, CSS, Figma, User Research",B.Tech/B.E.,adobe xd cs figma user research,UI/UX Designer adobe xd cs figma user research B.Tech/B.E. Fresher (0-1 yr)
Data Engineer,Cognizant,Pune,Mid (3-6 yrs),"Airflow, ETL, dbt, SQL, Spark, Kafka",B.Tech/B.E.,airflow etl dbt sql spark kafka,Data Engineer airflow etl dbt sql spark kafka B.Tech/B.E. Mid (3-6 yrs)
MLOps Engineer,IBM,Remote,Senior (6-10 yrs),"AWS, Docker, MLflow, Kubernetes, Airflow, Python",MBA,aws docker mlflow kubernetes airflow python,MLOps Engineer aws docker mlflow kubernetes airflow python MBA Senior (6-10 yrs)
Data Scientist,Paytm,Bhubaneswar,Fresher (0-1 yr),"Python, Statistics, SQL, Tableau, TensorFlow, Scikit-learn",MCA,python statistic sql tableau tensorflow scikitlearn,Data Scientist python statistic sql tableau tensorflow scikitlearn MCA Fresher (0-1 yr)
Data Engineer,Khatabook,Chandigarh,Lead (10+ yrs),"Airflow, Spark, Kafka, ETL, AWS",B.Sc (CS/IT),airflow spark kafka etl aws,Data Engineer airflow spark kafka etl aws B.Sc (CS/IT) Lead (10+ yrs)
Android Developer,Zomato,Bangalore,Mid (3-6 yrs),"Android SDK, Kotlin, Firebase, Jetpack Compose, Java, REST APIs",MCA,android sdk kotlin firebase jetpack compose java rest apis,Android Developer android sdk kotlin firebase jetpack compose java rest apis MCA Mid (3-6 yrs)
Data Scientist,Postman,Remote,Senior (6-10 yrs),"Python, TensorFlow, SQL, Machine Learning, Scikit-learn, Statistics",B.Tech/B.E.,python tensorflow sql machine learning scikitlearn statistic,Data Scientist python tensorflow sql machine learning scikitlearn statistic B.Tech/B.E. Senior (6-10 yrs)
Cloud Engineer,Lenskart,Remote,Senior (6-10 yrs),"Kubernetes, GCP, Azure, Docker, AWS",M.Tech/M.E.,kubernetes gcp azure docker aws,Cloud Engineer kubernetes gcp azure docker aws M.Tech/M.E. Senior (6-10 yrs)
Java Developer,MakeMyTrip,Coimbatore,Junior (1-3 yrs),"REST APIs, Hibernate, Microservices, Java, SQL",MBA,rest apis hibernate microservices java sql,Java Developer rest apis hibernate microservices java sql MBA Junior (1-3 yrs)
AI Engineer,Freshworks,Pune,Junior (1-3 yrs),"LangChain, NLP, Prompt Engineering, OpenAI API, RAG",B.Tech/B.E.,langchain nlp prompt engineering openai api rag,AI Engineer langchain nlp prompt engineering openai api rag B.Tech/B.E. Junior (1-3 yrs)
Data Analyst,Zomato,Remote,Mid (3-6 yrs),"SQL, Excel, Python, Statistics, Tableau",B.Tech/B.E.,sql excel python statistic tableau,Data Analyst sql excel python statistic tableau B.Tech/B.E. Mid (3-6 yrs)
Power BI Developer,Leadsquared,Chennai,Mid (3-6 yrs),"Excel, ETL, Data Modeling, Azure, Power BI",BCA,excel etl data modeling azure power bi,Power BI Developer excel etl data modeling azure power bi BCA Mid (3-6 yrs)
Backend Developer,Dream11,Chennai,Fresher (0-1 yr),"Java, MongoDB, Python, Django, Redis",B.Tech/B.E.,java mongodb python django redis,Backend Developer java mongodb python django redis B.Tech/B.E. Fresher (0-1 yr)
UI/UX Designer,IBM,Delhi,Senior (6-10 yrs),"Prototyping, Figma, CSS",B.Tech/B.E.,prototyping figma cs,UI/UX Designer prototyping figma cs B.Tech/B.E. Senior (6-10 yrs)
iOS Developer,Lenskart,Delhi,Lead (10+ yrs),"REST APIs, SwiftUI, Core Data, Xcode, Firebase",M.Tech/M.E.,rest apis swiftui core data xcode firebase,iOS Developer rest apis swiftui core data xcode firebase M.Tech/M.E. Lead (10+ yrs)
Android Developer,Google,Remote,Mid (3-6 yrs),"Kotlin, Jetpack Compose, Java, Firebase",MBA,kotlin jetpack compose java firebase,Android Developer kotlin jetpack compose java firebase MBA Mid (3-6 yrs)
Node.js Developer,Paytm,Hyderabad,Fresher (0-1 yr),"REST APIs, Node.js, Express.js",B.Tech/B.E.,rest apis nodejs expressjs,Node.js Developer rest apis nodejs expressjs B.Tech/B.E. Fresher (0-1 yr)
Data Scientist,Tech Mahindra,Hyderabad,Lead (10+ yrs),"Scikit-learn, Pandas, Machine Learning, Statistics, NLP",M.Tech/M.E.,scikitlearn panda machine learning statistic nlp,Data Scientist scikitlearn panda machine learning statistic nlp M.Tech/M.E. Lead (10+ yrs)
Product Manager,MakeMyTrip,Bangalore,Lead (10+ yrs),"Roadmapping, User Research, A/B Testing, SQL",B.Sc (CS/IT),roadmapping user research ab testing sql,Product Manager roadmapping user research ab testing sql B.Sc (CS/IT) Lead (10+ yrs)
Technical Lead,Freshworks,Remote,Mid (3-6 yrs),"Microservices, System Design, Code Review, AWS",MCA,microservices system design code review aws,Technical Lead microservices system design code review aws MCA Mid (3-6 yrs)
Computer Vision Engineer,BEL,Delhi,Junior (1-3 yrs),"PyTorch, YOLO, TensorFlow, OpenCV, Deep Learning",B.Com + Certification,pytorch yolo tensorflow opencv deep learning,Computer Vision Engineer pytorch yolo tensorflow opencv deep learning B.Com + Certification Junior (1-3 yrs)
Cybersecurity Analyst,Microsoft,Remote,Lead (10+ yrs),"SIEM, Network Security, Python",B.Sc (CS/IT),siem network security python,Cybersecurity Analyst siem network security python B.Sc (CS/IT) Lead (10+ yrs)
React Developer,Deloitte,Nagpur,Junior (1-3 yrs),"Redux, TypeScript, JavaScript",M.Tech/M.E.,redux typescript javascript,React Developer redux typescript javascript M.Tech/M.E. Junior (1-3 yrs)
Full Stack Developer,Leadsquared,Mumbai,Junior (1-3 yrs),"Docker, AWS, PostgreSQL",M.Tech/M.E.,docker aws postgresql,Full Stack Developer docker aws postgresql M.Tech/M.E. Junior (1-3 yrs)
DevOps Engineer,BSNL,Remote,Junior (1-3 yrs),"Docker, AWS, Linux",M.Tech/M.E.,docker aws linux,DevOps Engineer docker aws linux M.Tech/M.E. Junior (1-3 yrs)
NLP Engineer,Accenture,Remote,Senior (6-10 yrs),"BERT, SpaCy, TensorFlow",MCA,bert spacy tensorflow,NLP Engineer bert spacy tensorflow MCA Senior (6-10 yrs)
Frontend Developer,Microsoft,Remote,Junior (1-3 yrs),"Tailwind CSS, HTML/CSS, React, Figma, Next.js, JavaScript",B.Tech/B.E.,tailwind cs htmlcss react figma nextjs javascript,Frontend Developer tailwind cs htmlcss react figma nextjs javascript B.Tech/B.E. Junior (1-3 yrs)
Data Scientist,Zomato,Remote,Fresher (0-1 yr),"Machine Learning, Scikit-learn, Pandas, Statistics",B.Sc (CS/IT),machine learning scikitlearn panda statistic,Data Scientist machine learning scikitlearn panda statistic B.Sc (CS/IT) Fresher (0-1 yr)
Data Analyst,Slice,Chennai,Lead (10+ yrs),"Tableau, Statistics, Power BI, Excel, Python, SQL",MBA,tableau statistic power bi excel python sql,Data Analyst tableau statistic power bi excel python sql MBA Lead (10+ yrs)
Java Developer,Lenskart,Delhi,Fresher (0-1 yr),"Hibernate, REST APIs, Maven, Spring Boot, Microservices",PhD,hibernate rest apis maven spring boot microservices,Java Developer hibernate rest apis maven spring boot microservices PhD Fresher (0-1 yr)
Machine Learning Engineer,Urban Company,Chennai,Mid (3-6 yrs),"TensorFlow, PyTorch, Docker, Kubernetes, AWS, Python",B.Sc (CS/IT),tensorflow pytorch docker kubernetes aws python,Machine Learning Engineer tensorflow pytorch docker kubernetes aws python B.Sc (CS/IT) Mid (3-6 yrs)
Python Developer,Microsoft,Delhi,Senior (6-10 yrs),"AWS, REST APIs, Docker",B.Sc (CS/IT),aws rest apis docker,Python Developer aws rest apis docker B.Sc (CS/IT) Senior (6-10 yrs)
Java Developer,Groww,Hyderabad,Junior (1-3 yrs),"Java, SQL, Microservices, REST APIs, Maven, Hibernate",B.Sc (CS/IT),java sql microservices rest apis maven hibernate,Java Developer java sql microservices rest apis maven hibernate B.Sc (CS/IT) Junior (1-3 yrs)
Android Developer,Paytm,Lucknow,Junior (1-3 yrs),"Java, REST APIs, Jetpack Compose, Android SDK",PhD,java rest apis jetpack compose android sdk,Android Developer java rest apis jetpack compose android sdk PhD Junior (1-3 yrs)
Technical Lead,Byju's,Remote,Senior (6-10 yrs),"System Design, AWS, Team Leadership, Code Review",M.Tech/M.E.,system design aws team leadership code review,Technical Lead system design aws team leadership code review M.Tech/M.E. Senior (6-10 yrs)
AI Engineer,Postman,Remote,Fresher (0-1 yr),"LLMs, OpenAI API, Vector DBs, Prompt Engineering, RAG",BCA,llm openai api vector db prompt engineering rag,AI Engineer llm openai api vector db prompt engineering rag BCA Fresher (0-1 yr)
Research Scientist,InMobi,Delhi,Mid (3-6 yrs),"PyTorch, NLP, Statistics, Python",MBA,pytorch nlp statistic python,Research Scientist pytorch nlp statistic python MBA Mid (3-6 yrs)
Cloud Engineer,Microsoft,Delhi,Mid (3-6 yrs),"Azure, AWS, Docker",MBA,azure aws docker,Cloud Engineer azure aws docker MBA Mid (3-6 yrs)
MLOps Engineer,Oracle,Coimbatore,Junior (1-3 yrs),"CI/CD, Docker, Python, MLflow, AWS, Kubernetes",MCA,cicd docker python mlflow aws kubernetes,MLOps Engineer cicd docker python mlflow aws kubernetes MCA Junior (1-3 yrs)
Power BI Developer,Razorpay,Hyderabad,Mid (3-6 yrs),"SQL, ETL, Excel, DAX, Azure, Power BI",MCA,sql etl excel dax azure power bi,Power BI Developer sql etl excel dax azure power bi MCA Mid (3-6 yrs)
Python Developer,IBM,Chennai,Fresher (0-1 yr),"AWS, REST APIs, Django, Python, PostgreSQL",B.Tech/B.E.,aws rest apis django python postgresql,Python Developer aws rest apis django python postgresql B.Tech/B.E. Fresher (0-1 yr)
Full Stack Developer,Zerodha,Remote,Junior (1-3 yrs),"Python, PostgreSQL, AWS, React, MongoDB",B.Sc (CS/IT),python postgresql aws react mongodb,Full Stack Developer python postgresql aws react mongodb B.Sc (CS/IT) Junior (1-3 yrs)
MLOps Engineer,Deloitte,Remote,Fresher (0-1 yr),"Docker, Airflow, AWS, CI/CD, Python, Kubernetes",B.Tech/B.E.,docker airflow aws cicd python kubernetes,MLOps Engineer docker airflow aws cicd python kubernetes B.Tech/B.E. Fresher (0-1 yr)
Machine Learning Engineer,Setu,Kochi,Junior (1-3 yrs),"AWS, Python, MLOps, Docker, Scikit-learn, PyTorch",B.Com + Certification,aws python mlops docker scikitlearn pytorch,Machine Learning Engineer aws python mlops docker scikitlearn pytorch B.Com + Certification Junior (1-3 yrs)
Data Analyst,Deloitte,Remote,Fresher (0-1 yr),"Data Visualization, Python, Statistics, Excel, Tableau, SQL",MCA,data visualization python statistic excel tableau sql,Data Analyst data visualization python statistic excel tableau sql MCA Fresher (0-1 yr)
DevOps Engineer,Groww,Delhi,Lead (10+ yrs),"Ansible, Docker, Jenkins",MCA,ansible docker jenkins,DevOps Engineer ansible docker jenkins MCA Lead (10+ yrs)
Data Scientist,Zerodha,Remote,Junior (1-3 yrs),"Deep Learning, NLP, SQL, Machine Learning, Python, TensorFlow",B.Sc (CS/IT),deep learning nlp sql machine learning python tensorflow,Data Scientist deep learning nlp sql machine learning python tensorflow B.Sc (CS/IT) Junior (1-3 yrs)
Java Developer,Deloitte,Ahmedabad,Mid (3-6 yrs),"REST APIs, Spring Boot, Java, Microservices",M.Tech/M.E.,rest apis spring boot java microservices,Java Developer rest apis spring boot java microservices M.Tech/M.E. Mid (3-6 yrs)
Data Analyst,Cisco,Bhubaneswar,Fresher (0-1 yr),"SQL, Power BI, Tableau",B.Tech/B.E.,sql power bi tableau,Data Analyst sql power bi tableau B.Tech/B.E. Fresher (0-1 yr)
NLP Engineer,Accenture,Remote,Fresher (0-1 yr),"SpaCy, TensorFlow, Python, LLMs, Transformers, HuggingFace",MBA,spacy tensorflow python llm transformer huggingface,NLP Engineer spacy tensorflow python llm transformer huggingface MBA Fresher (0-1 yr)
Computer Vision Engineer,InMobi,Remote,Mid (3-6 yrs),"Python, YOLO, TensorFlow, PyTorch, OpenCV",B.Sc (CS/IT),python yolo tensorflow pytorch opencv,Computer Vision Engineer python yolo tensorflow pytorch opencv B.Sc (CS/IT) Mid (3-6 yrs)
Java Developer,TCS,Hyderabad,Fresher (0-1 yr),"Microservices, REST APIs, Java, SQL",B.Com + Certification,microservices rest apis java sql,Java Developer microservices rest apis java sql B.Com + Certification Fresher (0-1 yr)
Research Scientist,Cognizant,Bangalore,Fresher (0-1 yr),"Python, NLP, Deep Learning, Statistics, PyTorch, Publications",MCA,python nlp deep learning statistic pytorch publication,Research Scientist python nlp deep learning statistic pytorch publication MCA Fresher (0-1 yr)
Backend Developer,NTPC,Indore,Senior (6-10 yrs),"Python, Node.js, Docker",BCA,python nodejs docker,Backend Developer python nodejs docker BCA Senior (6-10 yrs)
AI Engineer,Cisco,Kochi,Fresher (0-1 yr),"RAG, OpenAI API, Vector DBs, LangChain",M.Tech/M.E.,rag openai api vector db langchain,AI Engineer rag openai api vector db langchain M.Tech/M.E. Fresher (0-1 yr)
Python Developer,Capgemini,Ahmedabad,Fresher (0-1 yr),"Docker, FastAPI, Python",B.Tech/B.E.,docker fastapi python,Python Developer docker fastapi python B.Tech/B.E. Fresher (0-1 yr)
Full Stack Developer,BSNL,Remote,Mid (3-6 yrs),"Docker, Node.js, Python, AWS, PostgreSQL, React",B.Tech/B.E.,docker nodejs python aws postgresql react,Full Stack Developer docker nodejs python aws postgresql react B.Tech/B.E. Mid (3-6 yrs)
Software Engineer,Google,Chennai,Senior (6-10 yrs),"System Design, Java, Git, Data Structures",M.Tech/M.E.,system design java git data structure,Software Engineer system design java git data structure M.Tech/M.E. Senior (6-10 yrs)
Business Analyst,NTPC,Kolkata,Mid (3-6 yrs),"Excel, Power BI, Agile, Requirements Gathering, JIRA, SQL",B.Tech/B.E.,excel power bi agile requirement gathering jira sql,Business Analyst excel power bi agile requirement gathering jira sql B.Tech/B.E. Mid (3-6 yrs)
Python Developer,Groww,Indore,Senior (6-10 yrs),"FastAPI, PostgreSQL, Django, Docker, REST APIs",M.Tech/M.E.,fastapi postgresql django docker rest apis,Python Developer fastapi postgresql django docker rest apis M.Tech/M.E. Senior (6-10 yrs)
Research Scientist,ONGC,Remote,Fresher (0-1 yr),"PyTorch, Deep Learning, Python, Statistics",MCA,pytorch deep learning python statistic,Research Scientist pytorch deep learning python statistic MCA Fresher (0-1 yr)
QA Engineer,Byju's,Pune,Mid (3-6 yrs),"API Testing, Selenium, JIRA",M.Tech/M.E.,api testing selenium jira,QA Engineer api testing selenium jira M.Tech/M.E. Mid (3-6 yrs)
Blockchain Developer,Wipro,Jaipur,Lead (10+ yrs),"Web3.js, Ethereum, Python, Smart Contracts, Solidity",M.Tech/M.E.,web j ethereum python smart contract solidity,Blockchain Developer web j ethereum python smart contract solidity M.Tech/M.E. Lead (10+ yrs)
Full Stack Developer,Zomato,Remote,Lead (10+ yrs),"Python, PostgreSQL, AWS, MongoDB, React",B.Sc (CS/IT),python postgresql aws mongodb react,Full Stack Developer python postgresql aws mongodb react B.Sc (CS/IT) Lead (10+ yrs)
React Developer,Nykaa,Bhubaneswar,Mid (3-6 yrs),"HTML/CSS, Next.js, JavaScript, TypeScript, React, Redux",B.Tech/B.E.,htmlcss nextjs javascript typescript react redux,React Developer htmlcss nextjs javascript typescript react redux B.Tech/B.E. Mid (3-6 yrs)
UI/UX Designer,Google,Remote,Junior (1-3 yrs),"CSS, Figma, User Research, Adobe XD",B.Tech/B.E.,cs figma user research adobe xd,UI/UX Designer cs figma user research adobe xd B.Tech/B.E. Junior (1-3 yrs)
Node.js Developer,TCS,Coimbatore,Mid (3-6 yrs),"TypeScript, JavaScript, REST APIs",M.Tech/M.E.,typescript javascript rest apis,Node.js Developer typescript javascript rest apis M.Tech/M.E. Mid (3-6 yrs)
Cybersecurity Analyst,Google,Remote,Mid (3-6 yrs),"SIEM, Python, Penetration Testing, Ethical Hacking, Network Security",B.Tech/B.E.,siem python penetration testing ethical hacking network security,Cybersecurity Analyst siem python penetration testing ethical hacking network security B.Tech/B.E. Mid (3-6 yrs)
Cloud Engineer,Chargebee,Hyderabad,Senior (6-10 yrs),"Kubernetes, Docker, AWS",MCA,kubernetes docker aws,Cloud Engineer kubernetes docker aws MCA Senior (6-10 yrs)
Frontend Developer,Amazon,Remote,Mid (3-6 yrs),"JavaScript, React, Next.js, Tailwind CSS, TypeScript",MCA,javascript react nextjs tailwind cs typescript,Frontend Developer javascript react nextjs tailwind cs typescript MCA Mid (3-6 yrs)
Frontend Developer,Infosys,Jaipur,Fresher (0-1 yr),"React, JavaScript, Figma, Tailwind CSS, TypeScript, Next.js",M.Tech/M.E.,react javascript figma tailwind cs typescript nextjs,Frontend Developer react javascript figma tailwind cs typescript nextjs M.Tech/M.E. Fresher (0-1 yr)
Python Developer,Wipro,Kolkata,Mid (3-6 yrs),"PostgreSQL, Django, Python, REST APIs, AWS",B.Tech/B.E.,postgresql django python rest apis aws,Python Developer postgresql django python rest apis aws B.Tech/B.E. Mid (3-6 yrs)
React Developer,IBM,Chennai,Fresher (0-1 yr),"Redux, Next.js, JavaScript",B.Tech/B.E.,redux nextjs javascript,React Developer redux nextjs javascript B.Tech/B.E. Fresher (0-1 yr)
Software Engineer,Flipkart,Pune,Junior (1-3 yrs),"Algorithms, Java, Git",MBA,algorithm java git,Software Engineer algorithm java git MBA Junior (1-3 yrs)
Backend Developer,Nykaa,Mumbai,Senior (6-10 yrs),"MongoDB, Django, PostgreSQL",B.Tech/B.E.,mongodb django postgresql,Backend Developer mongodb django postgresql B.Tech/B.E. Senior (6-10 yrs)
Machine Learning Engineer,Zomato,Remote,Lead (10+ yrs),"AWS, TensorFlow, Python",B.Tech/B.E.,aws tensorflow python,Machine Learning Engineer aws tensorflow python B.Tech/B.E. Lead (10+ yrs)
Machine Learning Engineer,Wipro,Remote,Junior (1-3 yrs),"MLOps, Python, Scikit-learn, PyTorch",MBA,mlops python scikitlearn pytorch,Machine Learning Engineer mlops python scikitlearn pytorch MBA Junior (1-3 yrs)
iOS Developer,Swiggy,Bangalore,Junior (1-3 yrs),"Xcode, SwiftUI, Firebase, Core Data, Swift, REST APIs",B.Com + Certification,xcode swiftui firebase core data swift rest apis,iOS Developer xcode swiftui firebase core data swift rest apis B.Com + Certification Junior (1-3 yrs)
Frontend Developer,Byju's,Delhi,Fresher (0-1 yr),"TypeScript, React, Tailwind CSS, JavaScript, Figma, HTML/CSS",B.Tech/B.E.,typescript react tailwind cs javascript figma htmlcss,Frontend Developer typescript react tailwind cs javascript figma htmlcss B.Tech/B.E. Fresher (0-1 yr)
Business Analyst,Chargebee,Remote,Senior (6-10 yrs),"Excel, JIRA, Agile",B.Tech/B.E.,excel jira agile,Business Analyst excel jira agile B.Tech/B.E. Senior (6-10 yrs)
Business Analyst,ISRO,Bangalore,Senior (6-10 yrs),"SQL, Agile, Excel, Requirements Gathering, Power BI",M.Tech/M.E.,sql agile excel requirement gathering power bi,Business Analyst sql agile excel requirement gathering power bi M.Tech/M.E. Senior (6-10 yrs)
Machine Learning Engineer,Zomato,Nagpur,Mid (3-6 yrs),"AWS, Kubernetes, TensorFlow, Python, Docker, MLOps",M.Tech/M.E.,aws kubernetes tensorflow python docker mlops,Machine Learning Engineer aws kubernetes tensorflow python docker mlops M.Tech/M.E. Mid (3-6 yrs)
Data Analyst,HCL Technologies,Pune,Junior (1-3 yrs),"Statistics, Data Visualization, Tableau, SQL",B.Tech/B.E.,statistic data visualization tableau sql,Data Analyst statistic data visualization tableau sql B.Tech/B.E. Junior (1-3 yrs)
Data Analyst,Deloitte,Bangalore,Lead (10+ yrs),"Statistics, Python, Power BI, Data Visualization, Excel, SQL",MBA,statistic python power bi data visualization excel sql,Data Analyst statistic python power bi data visualization excel sql MBA Lead (10+ yrs)
Cybersecurity Analyst,Tech Mahindra,Pune,Fresher (0-1 yr),"SIEM, Network Security, Python, Ethical Hacking",B.Com + Certification,siem network security python ethical hacking,Cybersecurity Analyst siem network security python ethical hacking B.Com + Certification Fresher (0-1 yr)
AI Engineer,TCS,Bangalore,Mid (3-6 yrs),"RAG, Vector DBs, Prompt Engineering, Python, LLMs",B.Tech/B.E.,rag vector db prompt engineering python llm,AI Engineer rag vector db prompt engineering python llm B.Tech/B.E. Mid (3-6 yrs)
Data Scientist,CRED,Remote,Junior (1-3 yrs),"Pandas, NLP, TensorFlow",B.Com + Certification,panda nlp tensorflow,Data Scientist panda nlp tensorflow B.Com + Certification Junior (1-3 yrs)
Software Engineer,Setu,Remote,Mid (3-6 yrs),"Git, System Design, REST APIs, C++",MBA,git system design rest apis c,Software Engineer git system design rest apis c MBA Mid (3-6 yrs)
Java Developer,Meesho,Hyderabad,Senior (6-10 yrs),"Spring Boot, Microservices, Java, REST APIs, SQL, Maven",B.Sc (CS/IT),spring boot microservices java rest apis sql maven,Java Developer spring boot microservices java rest apis sql maven B.Sc (CS/IT) Senior (6-10 yrs)
Frontend Developer,Darwinbox,Remote,Junior (1-3 yrs),"React, Figma, JavaScript, TypeScript, HTML/CSS, Next.js",B.Tech/B.E.,react figma javascript typescript htmlcss nextjs,Frontend Developer react figma javascript typescript htmlcss nextjs B.Tech/B.E. Junior (1-3 yrs)
Full Stack Developer,TCS,Pune,Senior (6-10 yrs),"React, AWS, Python",B.Tech/B.E.,react aws python,Full Stack Developer react aws python B.Tech/B.E. Senior (6-10 yrs)
Power BI Developer,Oracle,Remote,Lead (10+ yrs),"DAX, Data Modeling, ETL",M.Tech/M.E.,dax data modeling etl,Power BI Developer dax data modeling etl M.Tech/M.E. Lead (10+ yrs)
Cybersecurity Analyst,Zomato,Ahmedabad,Mid (3-6 yrs),"Python, Ethical Hacking, Network Security",B.Sc (CS/IT),python ethical hacking network security,Cybersecurity Analyst python ethical hacking network security B.Sc (CS/IT) Mid (3-6 yrs)
Python Developer,Google,Hyderabad,Mid (3-6 yrs),"REST APIs, Django, PostgreSQL, FastAPI, Python, AWS",M.Tech/M.E.,rest apis django postgresql fastapi python aws,Python Developer rest apis django postgresql fastapi python aws M.Tech/M.E. Mid (3-6 yrs)
Cloud Engineer,Cisco,Mumbai,Mid (3-6 yrs),"GCP, Azure, Terraform, AWS",M.Tech/M.E.,gcp azure terraform aws,Cloud Engineer gcp azure terraform aws M.Tech/M.E. Mid (3-6 yrs)
iOS Developer,IBM,Remote,Mid (3-6 yrs),"SwiftUI, Swift, REST APIs, Core Data, Firebase",MCA,swiftui swift rest apis core data firebase,iOS Developer swiftui swift rest apis core data firebase MCA Mid (3-6 yrs)
Java Developer,Byju's,Coimbatore,Fresher (0-1 yr),"Spring Boot, REST APIs, Microservices",B.Tech/B.E.,spring boot rest apis microservices,Java Developer spring boot rest apis microservices B.Tech/B.E. Fresher (0-1 yr)
Backend Developer,Postman,Bangalore,Fresher (0-1 yr),"PostgreSQL, Redis, Docker, Node.js",B.Tech/B.E.,postgresql redis docker nodejs,Backend Developer postgresql redis docker nodejs B.Tech/B.E. Fresher (0-1 yr)
Machine Learning Engineer,BEL,Mumbai,Fresher (0-1 yr),"Docker, PyTorch, Python, Kubernetes",MCA,docker pytorch python kubernetes,Machine Learning Engineer docker pytorch python kubernetes MCA Fresher (0-1 yr)
Frontend Developer,BHEL,Bangalore,Senior (6-10 yrs),"Tailwind CSS, Figma, React, Next.js, TypeScript, JavaScript",M.Tech/M.E.,tailwind cs figma react nextjs typescript javascript,Frontend Developer tailwind cs figma react nextjs typescript javascript M.Tech/M.E. Senior (6-10 yrs)
